        step	          pH	        temp	         Alk	          mu	     pct_err	      m_Ca+2	      m_Mg+2	        m_K+	       m_Na+	     m_HCO3-	    m_H4SiO4	      m_Al+3	     la_Ca+2	     la_Mg+2	    la_HCO3-	  si_Calcite	 si_Dolomite	 si_Gibbsite	si_Kaolinite	   si_Quartz	si_Anorthite	 si_Diopside	si_Forsterite	 k_Anorthite	dk_Anorthite	  k_Diopside	 dk_Diopside	k_Forsterite	dk_Forsterite	        Step	          pH	  Alkalinity	     Ca_conc	     Mg_conc	   HCO3_conc	
          86	     4.96393	      18.000	-1.02515e-05	 0.000151935	     77.8063	  3.0189e-05	  1.9350e-05	  4.0001e-05	  2.0001e-05	  4.8775e-07	  5.1763e-05	  2.9970e-07	 -4.5445e+00	 -4.7376e+00	 -6.3179e+00	     -7.8508	    -15.8582	     -0.1973	      0.0000	     -0.2000	    -13.4663	    -18.4624	    -23.0675	  1.5000e+00	 -1.7299e-07	  8.0000e-01	 -3.9085e-08	  3.0000e-01	 -2.1635e-06	  8.6000e+01	  4.9639e+00	 -1.0252e-05	  3.0189e-05	  1.9350e-05	  4.8775e-07	
          87	     4.96704	      18.000	-1.01726e-05	  0.00015197	     77.8034	  3.0191e-05	  1.9401e-05	  4.0001e-05	  2.0001e-05	  4.9113e-07	  5.1763e-05	  2.9333e-07	 -4.5445e+00	 -4.7365e+00	 -6.3149e+00	     -7.8446	    -15.8448	     -0.1973	     -0.0000	     -0.2000	    -13.4601	    -18.4487	    -23.0528	  1.5000e+00	 -1.7500e-07	  8.0000e-01	 -3.9539e-08	  3.0000e-01	 -2.1887e-06	  8.7000e+01	  4.9670e+00	 -1.0173e-05	  3.0191e-05	  1.9401e-05	  4.9113e-07	
          88	     4.97019	      18.000	-1.00933e-05	 0.000152006	     77.8006	  3.0194e-05	  1.9452e-05	  4.0001e-05	  2.0001e-05	  4.9457e-07	  5.1763e-05	  2.8703e-07	 -4.5444e+00	 -4.7353e+00	 -6.3119e+00	     -7.8384	    -15.8313	     -0.1973	      0.0000	     -0.2000	    -13.4537	    -18.4350	    -23.0380	  1.5000e+00	 -1.7701e-07	  8.0000e-01	 -3.9994e-08	  3.0000e-01	 -2.2138e-06	  8.8000e+01	  4.9702e+00	 -1.0093e-05	  3.0194e-05	  1.9452e-05	  4.9457e-07	
          89	     4.97336	      18.000	-1.00138e-05	 0.000152041	     77.7977	  3.0196e-05	  1.9502e-05	  4.0001e-05	  2.0001e-05	  4.9807e-07	  5.1763e-05	  2.8081e-07	 -4.5444e+00	 -4.7342e+00	 -6.3088e+00	     -7.8321	    -15.8177	     -0.1973	      0.0000	     -0.2000	    -13.4474	    -18.4212	    -23.0230	  1.5000e+00	 -1.7902e-07	  8.0000e-01	 -4.0448e-08	  3.0000e-01	 -2.2390e-06	  8.9000e+01	  4.9734e+00	 -1.0014e-05	  3.0196e-05	  1.9502e-05	  4.9807e-07	
          90	     4.97657	      18.000	-9.93409e-06	 0.000152078	     77.7947	  3.0199e-05	  1.9553e-05	  4.0001e-05	  2.0001e-05	  5.0162e-07	  5.1763e-05	  2.7466e-07	 -4.5444e+00	 -4.7331e+00	 -6.3057e+00	     -7.8258	    -15.8039	     -0.1973	     -0.0000	     -0.2000	    -13.4409	    -18.4072	    -23.0079	  1.5000e+00	 -1.8103e-07	  8.0000e-01	 -4.0903e-08	  3.0000e-01	 -2.2641e-06	  9.0000e+01	  4.9766e+00	 -9.9341e-06	  3.0199e-05	  1.9553e-05	  5.0162e-07	
          91	      4.9798	      18.000	-9.85408e-06	 0.000152114	     77.7917	  3.0201e-05	  1.9604e-05	  4.0001e-05	  2.0001e-05	  5.0523e-07	  5.1763e-05	  2.6859e-07	 -4.5443e+00	 -4.7320e+00	 -6.3026e+00	     -7.8194	    -15.7901	     -0.1973	     -0.0000	     -0.2000	    -13.4344	    -18.3931	    -22.9927	  1.5000e+00	 -1.8304e-07	  8.0000e-01	 -4.1357e-08	  3.0000e-01	 -2.2893e-06	  9.1000e+01	  4.9798e+00	 -9.8541e-06	  3.0201e-05	  1.9604e-05	  5.0523e-07	
          92	     4.98307	      18.000	-9.77381e-06	 0.000152151	     77.7887	  3.0203e-05	  1.9655e-05	  4.0001e-05	  2.0001e-05	  5.0891e-07	  5.1763e-05	  2.6260e-07	 -4.5443e+00	 -4.7308e+00	 -6.2994e+00	     -7.8130	    -15.7761	     -0.1973	      0.0000	     -0.2000	    -13.4278	    -18.3788	    -22.9774	  1.5000e+00	 -1.8505e-07	  8.0000e-01	 -4.1812e-08	  3.0000e-01	 -2.3145e-06	  9.2000e+01	  4.9831e+00	 -9.7738e-06	  3.0203e-05	  1.9655e-05	  5.0891e-07	
          93	     4.98638	      18.000	-9.69328e-06	 0.000152188	     77.7856	  3.0206e-05	  1.9705e-05	  4.0001e-05	  2.0001e-05	  5.1264e-07	  5.1763e-05	  2.5668e-07	 -4.5443e+00	 -4.7297e+00	 -6.2963e+00	     -7.8065	    -15.7620	     -0.1973	     -0.0000	     -0.2000	    -13.4212	    -18.3645	    -22.9620	  1.5000e+00	 -1.8707e-07	  8.0000e-01	 -4.2266e-08	  3.0000e-01	 -2.3396e-06	  9.3000e+01	  4.9864e+00	 -9.6933e-06	  3.0206e-05	  1.9705e-05	  5.1264e-07	
          94	     4.98971	      18.000	-9.61248e-06	 0.000152225	     77.7824	  3.0208e-05	  1.9756e-05	  4.0001e-05	  2.0001e-05	  5.1645e-07	  5.1763e-05	  2.5084e-07	 -4.5442e+00	 -4.7286e+00	 -6.2931e+00	     -7.7999	    -15.7477	     -0.1973	     -0.0000	     -0.2000	    -13.4145	    -18.3500	    -22.9464	  1.5000e+00	 -1.8908e-07	  8.0000e-01	 -4.2721e-08	  3.0000e-01	 -2.3648e-06	  9.4000e+01	  4.9897e+00	 -9.6125e-06	  3.0208e-05	  1.9756e-05	  5.1645e-07	
          95	     4.99308	      18.000	-9.53142e-06	 0.000152263	     77.7792	  3.0211e-05	  1.9807e-05	  4.0001e-05	  2.0001e-05	  5.2031e-07	  5.1763e-05	  2.4507e-07	 -4.5442e+00	 -4.7275e+00	 -6.2898e+00	     -7.7933	    -15.7334	     -0.1973	      0.0000	     -0.2000	    -13.4077	    -18.3354	    -22.9307	  1.5000e+00	 -1.9109e-07	  8.0000e-01	 -4.3175e-08	  3.0000e-01	 -2.3899e-06	  9.5000e+01	  4.9931e+00	 -9.5314e-06	  3.0211e-05	  1.9807e-05	  5.2031e-07	
          96	     4.99648	      18.000	 -9.4501e-06	 0.000152301	      77.776	  3.0213e-05	  1.9857e-05	  4.0001e-05	  2.0001e-05	  5.2425e-07	  5.1763e-05	  2.3938e-07	 -4.5442e+00	 -4.7264e+00	 -6.2866e+00	     -7.7866	    -15.7189	     -0.1973	      0.0000	     -0.2000	    -13.4009	    -18.3206	    -22.9149	  1.5000e+00	 -1.9310e-07	  8.0000e-01	 -4.3630e-08	  3.0000e-01	 -2.4151e-06	  9.6000e+01	  4.9965e+00	 -9.4501e-06	  3.0213e-05	  1.9857e-05	  5.2425e-07	
          97	     4.99992	      18.000	-9.36851e-06	  0.00015234	     77.7727	  3.0216e-05	  1.9908e-05	  4.0001e-05	  2.0001e-05	  5.2825e-07	  5.1763e-05	  2.3377e-07	 -4.5441e+00	 -4.7253e+00	 -6.2832e+00	     -7.7798	    -15.7043	     -0.1973	     -0.0000	     -0.2000	    -13.3940	    -18.3057	    -22.8989	  1.5000e+00	 -1.9511e-07	  8.0000e-01	 -4.4084e-08	  3.0000e-01	 -2.4402e-06	  9.7000e+01	  4.9999e+00	 -9.3685e-06	  3.0216e-05	  1.9908e-05	  5.2825e-07	
          98	     5.00339	      18.000	-9.28666e-06	 0.000152378	     77.7693	  3.0218e-05	  1.9959e-05	  4.0001e-05	  2.0001e-05	  5.3233e-07	  5.1763e-05	  2.2823e-07	 -4.5441e+00	 -4.7242e+00	 -6.2799e+00	     -7.7729	    -15.6895	     -0.1973	      0.0000	     -0.2000	    -13.3870	    -18.2907	    -22.8828	  1.5000e+00	 -1.9712e-07	  8.0000e-01	 -4.4539e-08	  3.0000e-01	 -2.4654e-06	  9.8000e+01	  5.0034e+00	 -9.2867e-06	  3.0218e-05	  1.9959e-05	  5.3233e-07	
          99	      5.0069	      18.000	-9.20454e-06	 0.000152417	     77.7659	  3.0221e-05	  2.0010e-05	  4.0001e-05	  2.0001e-05	  5.3647e-07	  5.1763e-05	  2.2277e-07	 -4.5441e+00	 -4.7231e+00	 -6.2765e+00	     -7.7660	    -15.6746	     -0.1973	     -0.0000	     -0.2000	    -13.3799	    -18.2755	    -22.8666	  1.5000e+00	 -1.9913e-07	  8.0000e-01	 -4.4993e-08	  3.0000e-01	 -2.4906e-06	  9.9000e+01	  5.0069e+00	 -9.2045e-06	  3.0221e-05	  2.0010e-05	  5.3647e-07	
         100	     5.01045	      18.000	-9.12216e-06	 0.000152456	     77.7624	  3.0223e-05	  2.0060e-05	  4.0001e-05	  2.0001e-05	  5.4070e-07	  5.1763e-05	  2.1738e-07	 -4.5440e+00	 -4.7220e+00	 -6.2731e+00	     -7.7590	    -15.6596	     -0.1973	      0.0000	     -0.2000	    -13.3728	    -18.2602	    -22.8502	  1.5000e+00	 -2.0115e-07	  8.0000e-01	 -4.5448e-08	  3.0000e-01	 -2.5157e-06	  1.0000e+02	  5.0104e+00	 -9.1222e-06	  3.0223e-05	  2.0060e-05	  5.4070e-07	
         101	     5.01403	      18.000	-9.03951e-06	 0.000152496	     77.7589	  3.0226e-05	  2.0111e-05	  4.0001e-05	  2.0001e-05	  5.4500e-07	  5.1763e-05	  2.1207e-07	 -4.5440e+00	 -4.7209e+00	 -6.2697e+00	     -7.7520	    -15.6444	     -0.1973	     -0.0000	     -0.2000	    -13.3656	    -18.2448	    -22.8337	  1.5000e+00	 -2.0316e-07	  8.0000e-01	 -4.5902e-08	  3.0000e-01	 -2.5409e-06	  1.0100e+02	  5.0140e+00	 -9.0395e-06	  3.0226e-05	  2.0111e-05	  5.4500e-07	
         102	     5.01765	      18.000	-8.95659e-06	 0.000152536	     77.7553	  3.0228e-05	  2.0162e-05	  4.0001e-05	  2.0001e-05	  5.4937e-07	  5.1763e-05	  2.0683e-07	 -4.5440e+00	 -4.7198e+00	 -6.2662e+00	     -7.7449	    -15.6291	     -0.1973	      0.0000	     -0.2000	    -13.3584	    -18.2292	    -22.8170	  1.5000e+00	 -2.0517e-07	  8.0000e-01	 -4.6356e-08	  3.0000e-01	 -2.5660e-06	  1.0200e+02	  5.0177e+00	 -8.9566e-06	  3.0228e-05	  2.0162e-05	  5.4937e-07	
         103	     5.02131	      18.000	-8.87341e-06	 0.000152576	     77.7516	  3.0231e-05	  2.0212e-05	  4.0001e-05	  2.0001e-05	  5.5383e-07	  5.1763e-05	  2.0168e-07	 -4.5439e+00	 -4.7187e+00	 -6.2627e+00	     -7.7377	    -15.6137	     -0.1973	      0.0000	     -0.2000	    -13.3510	    -18.2134	    -22.8002	  1.5000e+00	 -2.0718e-07	  8.0000e-01	 -4.6811e-08	  3.0000e-01	 -2.5912e-06	  1.0300e+02	  5.0213e+00	 -8.8734e-06	  3.0231e-05	  2.0212e-05	  5.5383e-07	
         104	     5.02501	      18.000	-8.78996e-06	 0.000152617	     77.7479	  3.0233e-05	  2.0263e-05	  4.0001e-05	  2.0001e-05	  5.5837e-07	  5.1763e-05	  1.9659e-07	 -4.5439e+00	 -4.7176e+00	 -6.2592e+00	     -7.7304	    -15.5981	     -0.1973	      0.0000	     -0.2000	    -13.3436	    -18.1975	    -22.7833	  1.5000e+00	 -2.0919e-07	  8.0000e-01	 -4.7265e-08	  3.0000e-01	 -2.6163e-06	  1.0400e+02	  5.0250e+00	 -8.7900e-06	  3.0233e-05	  2.0263e-05	  5.5837e-07	
         105	     5.02874	      18.000	-8.70624e-06	 0.000152657	     77.7441	  3.0235e-05	  2.0314e-05	  4.0001e-05	  2.0001e-05	  5.6300e-07	  5.1763e-05	  1.9159e-07	 -4.5439e+00	 -4.7165e+00	 -6.2556e+00	     -7.7230	    -15.5823	     -0.1973	      0.0000	     -0.2000	    -13.3361	    -18.1814	    -22.7662	  1.5000e+00	 -2.1120e-07	  8.0000e-01	 -4.7720e-08	  3.0000e-01	 -2.6415e-06	  1.0500e+02	  5.0287e+00	 -8.7062e-06	  3.0235e-05	  2.0314e-05	  5.6300e-07	
         106	     5.03252	      18.000	-8.62226e-06	 0.000152699	     77.7402	  3.0238e-05	  2.0365e-05	  4.0001e-05	  2.0001e-05	  5.6771e-07	  5.1763e-05	  1.8665e-07	 -4.5438e+00	 -4.7155e+00	 -6.2520e+00	     -7.7156	    -15.5664	     -0.1973	     -0.0000	     -0.2000	    -13.3285	    -18.1652	    -22.7489	  1.5000e+00	 -2.1321e-07	  8.0000e-01	 -4.8174e-08	  3.0000e-01	 -2.6667e-06	  1.0600e+02	  5.0325e+00	 -8.6223e-06	  3.0238e-05	  2.0365e-05	  5.6771e-07	
         107	     5.03634	      18.000	  -8.538e-06	  0.00015274	     77.7363	  3.0240e-05	  2.0415e-05	  4.0001e-05	  2.0001e-05	  5.7251e-07	  5.1763e-05	  1.8180e-07	 -4.5438e+00	 -4.7144e+00	 -6.2483e+00	     -7.7081	    -15.5503	     -0.1973	     -0.0000	     -0.2000	    -13.3208	    -18.1488	    -22.7315	  1.5000e+00	 -2.1523e-07	  8.0000e-01	 -4.8629e-08	  3.0000e-01	 -2.6918e-06	  1.0700e+02	  5.0363e+00	 -8.5380e-06	  3.0240e-05	  2.0415e-05	  5.7251e-07	
         108	      5.0402	      18.000	-8.45348e-06	 0.000152782	     77.7323	  3.0243e-05	  2.0466e-05	  4.0001e-05	  2.0001e-05	  5.7740e-07	  5.1763e-05	  1.7702e-07	 -4.5438e+00	 -4.7133e+00	 -6.2446e+00	     -7.7005	    -15.5341	     -0.1973	      0.0000	     -0.2000	    -13.3131	    -18.1323	    -22.7139	  1.5000e+00	 -2.1724e-07	  8.0000e-01	 -4.9083e-08	  3.0000e-01	 -2.7170e-06	  1.0800e+02	  5.0402e+00	 -8.4535e-06	  3.0243e-05	  2.0466e-05	  5.7740e-07	
         109	      5.0441	      18.000	-8.36869e-06	 0.000152824	     77.7282	  3.0245e-05	  2.0517e-05	  4.0001e-05	  2.0001e-05	  5.8239e-07	  5.1763e-05	  1.7231e-07	 -4.5437e+00	 -4.7122e+00	 -6.2409e+00	     -7.6928	    -15.5177	     -0.1973	      0.0000	     -0.2000	    -13.3052	    -18.1156	    -22.6961	  1.5000e+00	 -2.1925e-07	  8.0000e-01	 -4.9538e-08	  3.0000e-01	 -2.7421e-06	  1.0900e+02	  5.0441e+00	 -8.3687e-06	  3.0245e-05	  2.0517e-05	  5.8239e-07	
         110	     5.04805	      18.000	-8.28363e-06	 0.000152867	     77.7241	  3.0248e-05	  2.0568e-05	  4.0001e-05	  2.0001e-05	  5.8747e-07	  5.1763e-05	  1.6768e-07	 -4.5437e+00	 -4.7112e+00	 -6.2371e+00	     -7.6851	    -15.5012	     -0.1973	      0.0000	     -0.2000	    -13.2973	    -18.0987	    -22.6782	  1.5000e+00	 -2.2126e-07	  8.0000e-01	 -4.9992e-08	  3.0000e-01	 -2.7673e-06	  1.1000e+02	  5.0480e+00	 -8.2836e-06	  3.0248e-05	  2.0568e-05	  5.8747e-07	
         111	     5.05204	      18.000	 -8.1983e-06	 0.000152909	     77.7198	  3.0250e-05	  2.0618e-05	  4.0001e-05	  2.0001e-05	  5.9266e-07	  5.1763e-05	  1.6313e-07	 -4.5437e+00	 -4.7101e+00	 -6.2333e+00	     -7.6773	    -15.4845	     -0.1973	     -0.0000	     -0.2000	    -13.2893	    -18.0816	    -22.6601	  1.5000e+00	 -2.2327e-07	  8.0000e-01	 -5.0447e-08	  3.0000e-01	 -2.7924e-06	  1.1100e+02	  5.0520e+00	 -8.1983e-06	  3.0250e-05	  2.0618e-05	  5.9266e-07	
         112	     5.05607	      18.000	 -8.1127e-06	 0.000152953	     77.7155	  3.0253e-05	  2.0669e-05	  4.0001e-05	  2.0001e-05	  5.9794e-07	  5.1763e-05	  1.5865e-07	 -4.5437e+00	 -4.7090e+00	 -6.2294e+00	     -7.6693	    -15.4676	     -0.1973	      0.0000	     -0.2000	    -13.2812	    -18.0644	    -22.6419	  1.5000e+00	 -2.2528e-07	  8.0000e-01	 -5.0901e-08	  3.0000e-01	 -2.8176e-06	  1.1200e+02	  5.0561e+00	 -8.1127e-06	  3.0253e-05	  2.0669e-05	  5.9794e-07	
         113	     5.06015	      18.000	-8.02683e-06	 0.000152996	     77.7111	  3.0255e-05	  2.0720e-05	  4.0001e-05	  2.0001e-05	  6.0333e-07	  5.1763e-05	  1.5425e-07	 -4.5436e+00	 -4.7080e+00	 -6.2255e+00	     -7.6613	    -15.4506	     -0.1973	     -0.0000	     -0.2000	    -13.2730	    -18.0470	    -22.6234	  1.5000e+00	 -2.2729e-07	  8.0000e-01	 -5.1356e-08	  3.0000e-01	 -2.8428e-06	  1.1300e+02	  5.0601e+00	 -8.0268e-06	  3.0255e-05	  2.0720e-05	  6.0333e-07	
         114	     5.06427	      18.000	 -7.9407e-06	  0.00015304	     77.7066	  3.0258e-05	  2.0770e-05	  4.0001e-05	  2.0001e-05	  6.0883e-07	  5.1763e-05	  1.4992e-07	 -4.5436e+00	 -4.7069e+00	 -6.2216e+00	     -7.6532	    -15.4334	     -0.1973	      0.0000	     -0.2000	    -13.2647	    -18.0294	    -22.6048	  1.5000e+00	 -2.2931e-07	  8.0000e-01	 -5.1810e-08	  3.0000e-01	 -2.8679e-06	  1.1400e+02	  5.0643e+00	 -7.9407e-06	  3.0258e-05	  2.0770e-05	  6.0883e-07	
         115	     5.06844	      18.000	-7.85429e-06	 0.000153084	     77.7021	  3.0260e-05	  2.0821e-05	  4.0001e-05	  2.0001e-05	  6.1444e-07	  5.1763e-05	  1.4566e-07	 -4.5436e+00	 -4.7059e+00	 -6.2176e+00	     -7.6451	    -15.4160	     -0.1973	      0.0000	     -0.2000	    -13.2564	    -18.0116	    -22.5860	  1.5000e+00	 -2.3132e-07	  8.0000e-01	 -5.2265e-08	  3.0000e-01	 -2.8931e-06	  1.1500e+02	  5.0684e+00	 -7.8543e-06	  3.0260e-05	  2.0821e-05	  6.1444e-07	
         116	     5.07266	      18.000	-7.76762e-06	 0.000153129	     77.6974	  3.0263e-05	  2.0872e-05	  4.0001e-05	  2.0001e-05	  6.2016e-07	  5.1763e-05	  1.4148e-07	 -4.5435e+00	 -4.7048e+00	 -6.2136e+00	     -7.6368	    -15.3984	     -0.1973	      0.0000	     -0.2000	    -13.2479	    -17.9937	    -22.5670	  1.5000e+00	 -2.3333e-07	  8.0000e-01	 -5.2719e-08	  3.0000e-01	 -2.9182e-06	  1.1600e+02	  5.0727e+00	 -7.7676e-06	  3.0263e-05	  2.0872e-05	  6.2016e-07	
         117	     5.07693	      18.000	-7.68067e-06	 0.000153174	     77.6926	  3.0265e-05	  2.0923e-05	  4.0001e-05	  2.0001e-05	  6.2600e-07	  5.1763e-05	  1.3737e-07	 -4.5435e+00	 -4.7038e+00	 -6.2095e+00	     -7.6284	    -15.3806	     -0.1973	      0.0000	     -0.2000	    -13.2393	    -17.9755	    -22.5479	  1.5000e+00	 -2.3534e-07	  8.0000e-01	 -5.3174e-08	  3.0000e-01	 -2.9434e-06	  1.1700e+02	  5.0769e+00	 -7.6807e-06	  3.0265e-05	  2.0923e-05	  6.2600e-07	
         118	     5.08125	      18.000	-7.59346e-06	 0.000153219	     77.6878	  3.0268e-05	  2.0973e-05	  4.0001e-05	  2.0001e-05	  6.3196e-07	  5.1763e-05	  1.3334e-07	 -4.5435e+00	 -4.7027e+00	 -6.2054e+00	     -7.6199	    -15.3627	     -0.1973	      0.0000	     -0.2000	    -13.2307	    -17.9572	    -22.5285	  1.5000e+00	 -2.3735e-07	  8.0000e-01	 -5.3628e-08	  3.0000e-01	 -2.9685e-06	  1.1800e+02	  5.0812e+00	 -7.5935e-06	  3.0268e-05	  2.0973e-05	  6.3196e-07	
         119	     5.08561	      18.000	-7.50597e-06	 0.000153264	     77.6828	  3.0270e-05	  2.1024e-05	  4.0001e-05	  2.0001e-05	  6.3805e-07	  5.1763e-05	  1.2938e-07	 -4.5434e+00	 -4.7017e+00	 -6.2013e+00	     -7.6114	    -15.3446	     -0.1973	      0.0000	     -0.2000	    -13.2219	    -17.9386	    -22.5089	  1.5000e+00	 -2.3936e-07	  8.0000e-01	 -5.4083e-08	  3.0000e-01	 -2.9937e-06	  1.1900e+02	  5.0856e+00	 -7.5060e-06	  3.0270e-05	  2.1024e-05	  6.3805e-07	
         120	     5.09003	      18.000	-7.41822e-06	  0.00015331	     77.6778	  3.0272e-05	  2.1075e-05	  4.0001e-05	  2.0001e-05	  6.4426e-07	  5.1763e-05	  1.2549e-07	 -4.5434e+00	 -4.7006e+00	 -6.1970e+00	     -7.6027	    -15.3263	     -0.1973	      0.0000	     -0.2000	    -13.2130	    -17.9199	    -22.4892	  1.5000e+00	 -2.4137e-07	  8.0000e-01	 -5.4537e-08	  3.0000e-01	 -3.0189e-06	  1.2000e+02	  5.0900e+00	 -7.4182e-06	  3.0272e-05	  2.1075e-05	  6.4426e-07	
         121	      5.0945	      18.000	 -7.3302e-06	 0.000153357	     77.6726	  3.0275e-05	  2.1126e-05	  4.0001e-05	  2.0001e-05	  6.5060e-07	  5.1763e-05	  1.2168e-07	 -4.5434e+00	 -4.6996e+00	 -6.1928e+00	     -7.5940	    -15.3077	     -0.1973	     -0.0000	     -0.2000	    -13.2041	    -17.9010	    -22.4692	  1.5000e+00	 -2.4339e-07	  8.0000e-01	 -5.4991e-08	  3.0000e-01	 -3.0440e-06	  1.2100e+02	  5.0945e+00	 -7.3302e-06	  3.0275e-05	  2.1126e-05	  6.5060e-07	
         122	     5.09902	      18.000	-7.24191e-06	 0.000153403	     77.6674	  3.0277e-05	  2.1176e-05	  4.0001e-05	  2.0001e-05	  6.5708e-07	  5.1763e-05	  1.1794e-07	 -4.5433e+00	 -4.6986e+00	 -6.1885e+00	     -7.5851	    -15.2890	     -0.1973	      0.0000	     -0.2000	    -13.1950	    -17.8818	    -22.4491	  1.5000e+00	 -2.4540e-07	  8.0000e-01	 -5.5446e-08	  3.0000e-01	 -3.0692e-06	  1.2200e+02	  5.0990e+00	 -7.2419e-06	  3.0277e-05	  2.1176e-05	  6.5708e-07	
         123	      5.1036	      18.000	-7.15336e-06	 0.000153451	      77.662	  3.0280e-05	  2.1227e-05	  4.0001e-05	  2.0001e-05	  6.6370e-07	  5.1763e-05	  1.1427e-07	 -4.5433e+00	 -4.6975e+00	 -6.1841e+00	     -7.5762	    -15.2701	     -0.1973	     -0.0000	     -0.2000	    -13.1858	    -17.8624	    -22.4287	  1.5000e+00	 -2.4741e-07	  8.0000e-01	 -5.5900e-08	  3.0000e-01	 -3.0943e-06	  1.2300e+02	  5.1036e+00	 -7.1534e-06	  3.0280e-05	  2.1227e-05	  6.6370e-07	
         124	     5.10823	      18.000	-7.06453e-06	 0.000153498	     77.6565	  3.0282e-05	  2.1278e-05	  4.0001e-05	  2.0001e-05	  6.7046e-07	  5.1763e-05	  1.1068e-07	 -4.5433e+00	 -4.6965e+00	 -6.1797e+00	     -7.5671	    -15.2510	     -0.1973	      0.0000	     -0.2000	    -13.1765	    -17.8428	    -22.4081	  1.5000e+00	 -2.4942e-07	  8.0000e-01	 -5.6355e-08	  3.0000e-01	 -3.1195e-06	  1.2400e+02	  5.1082e+00	 -7.0645e-06	  3.0282e-05	  2.1278e-05	  6.7046e-07	
         125	     5.11291	      18.000	-6.97544e-06	 0.000153546	     77.6509	  3.0285e-05	  2.1328e-05	  4.0001e-05	  2.0001e-05	  6.7737e-07	  5.1763e-05	  1.0715e-07	 -4.5432e+00	 -4.6955e+00	 -6.1753e+00	     -7.5579	    -15.2316	     -0.1973	      0.0000	     -0.2000	    -13.1671	    -17.8230	    -22.3873	  1.5000e+00	 -2.5143e-07	  8.0000e-01	 -5.6809e-08	  3.0000e-01	 -3.1446e-06	  1.2500e+02	  5.1129e+00	 -6.9754e-06	  3.0285e-05	  2.1328e-05	  6.7737e-07	
         126	     5.11766	      18.000	-6.88608e-06	 0.000153594	     77.6452	  3.0287e-05	  2.1379e-05	  4.0001e-05	  2.0001e-05	  6.8443e-07	  5.1763e-05	  1.0370e-07	 -4.5432e+00	 -4.6944e+00	 -6.1708e+00	     -7.5486	    -15.2121	     -0.1973	      0.0000	     -0.2000	    -13.1576	    -17.8030	    -22.3663	  1.5000e+00	 -2.5344e-07	  8.0000e-01	 -5.7264e-08	  3.0000e-01	 -3.1698e-06	  1.2600e+02	  5.1177e+00	 -6.8861e-06	  3.0287e-05	  2.1379e-05	  6.8443e-07	
         127	     5.12246	      18.000	-6.79645e-06	 0.000153643	     77.6394	  3.0290e-05	  2.1430e-05	  4.0001e-05	  2.0001e-05	  6.9165e-07	  5.1763e-05	  1.0032e-07	 -4.5432e+00	 -4.6934e+00	 -6.1662e+00	     -7.5393	    -15.1923	     -0.1973	      0.0000	     -0.2000	    -13.1479	    -17.7827	    -22.3450	  1.5000e+00	 -2.5545e-07	  8.0000e-01	 -5.7718e-08	  3.0000e-01	 -3.1950e-06	  1.2700e+02	  5.1225e+00	 -6.7965e-06	  3.0290e-05	  2.1430e-05	  6.9165e-07	
         128	     5.12732	      18.000	-6.70656e-06	 0.000153692	     77.6334	  3.0292e-05	  2.1481e-05	  4.0001e-05	  2.0001e-05	  6.9903e-07	  5.1763e-05	  9.7013e-08	 -4.5431e+00	 -4.6924e+00	 -6.1616e+00	     -7.5298	    -15.1723	     -0.1973	      0.0000	     -0.2000	    -13.1382	    -17.7623	    -22.3235	  1.5000e+00	 -2.5747e-07	  8.0000e-01	 -5.8173e-08	  3.0000e-01	 -3.2201e-06	  1.2800e+02	  5.1273e+00	 -6.7066e-06	  3.0292e-05	  2.1481e-05	  6.9903e-07	
         129	     5.13223	      18.000	 -6.6164e-06	 0.000153741	     77.6273	  3.0295e-05	  2.1531e-05	  4.0001e-05	  2.0001e-05	  7.0658e-07	  5.1763e-05	  9.3774e-08	 -4.5431e+00	 -4.6914e+00	 -6.1570e+00	     -7.5201	    -15.1521	     -0.1973	     -0.0000	     -0.2000	    -13.1283	    -17.7415	    -22.3018	  1.5000e+00	 -2.5948e-07	  8.0000e-01	 -5.8627e-08	  3.0000e-01	 -3.2453e-06	  1.2900e+02	  5.1322e+00	 -6.6164e-06	  3.0295e-05	  2.1531e-05	  7.0658e-07	
         130	     5.13721	      18.000	-6.52598e-06	 0.000153791	      77.621	  3.0297e-05	  2.1582e-05	  4.0001e-05	  2.0001e-05	  7.1430e-07	  5.1763e-05	  9.0605e-08	 -4.5431e+00	 -4.6903e+00	 -6.1522e+00	     -7.5104	    -15.1317	     -0.1973	     -0.0000	     -0.2000	    -13.1183	    -17.7206	    -22.2799	  1.5000e+00	 -2.6149e-07	  8.0000e-01	 -5.9082e-08	  3.0000e-01	 -3.2704e-06	  1.3000e+02	  5.1372e+00	 -6.5260e-06	  3.0297e-05	  2.1582e-05	  7.1430e-07	
         131	     5.14226	      18.000	-6.43529e-06	 0.000153841	     77.6147	  3.0300e-05	  2.1633e-05	  4.0001e-05	  2.0001e-05	  7.2219e-07	  5.1763e-05	  8.7505e-08	 -4.5431e+00	 -4.6893e+00	 -6.1475e+00	     -7.5006	    -15.1110	     -0.1973	     -0.0000	     -0.2000	    -13.1082	    -17.6993	    -22.2577	  1.5000e+00	 -2.6350e-07	  8.0000e-01	 -5.9536e-08	  3.0000e-01	 -3.2956e-06	  1.3100e+02	  5.1423e+00	 -6.4353e-06	  3.0300e-05	  2.1633e-05	  7.2219e-07	
