        step	          pH	        temp	         Alk	          mu	     pct_err	      m_Ca+2	      m_Mg+2	        m_K+	       m_Na+	     m_HCO3-	    m_H4SiO4	      m_Al+3	     la_Ca+2	     la_Mg+2	    la_HCO3-	  si_Calcite	 si_Dolomite	 si_Gibbsite	si_Kaolinite	   si_Quartz	si_Anorthite	 si_Diopside	si_Forsterite	 k_Anorthite	dk_Anorthite	  k_Diopside	 dk_Diopside	k_Forsterite	dk_Forsterite	        Step	          pH	  Alkalinity	     Ca_conc	     Mg_conc	   HCO3_conc	
         316	     7.42331	      18.000	 1.27288e-05	 0.000175303	     69.0685	  3.0751e-05	  3.1011e-05	  4.0001e-05	  2.0001e-05	  1.2326e-05	  5.1762e-05	  1.2659e-14	 -4.5382e+00	 -4.5345e+00	 -4.9157e+00	     -3.9830	     -7.9258	     -0.1973	     -0.0000	     -0.2000	     -8.5413	     -8.4155	    -12.8239	  1.5000e+00	 -6.3562e-07	  8.0000e-01	 -1.4361e-07	  2.9999e-01	 -7.9496e-06	  3.1600e+02	  7.4233e+00	  1.2729e-05	  3.0751e-05	  3.1011e-05	  1.2326e-05	
         317	     7.45594	      18.000	 1.28403e-05	  0.00017546	     69.0029	  3.0753e-05	  3.1062e-05	  4.0001e-05	  2.0001e-05	  1.2400e-05	  5.1762e-05	  1.0105e-14	 -4.5382e+00	 -4.5338e+00	 -4.9131e+00	     -3.9477	     -7.8545	     -0.1973	      0.0000	     -0.2000	     -8.4760	     -8.2843	    -12.6919	  1.5000e+00	 -6.3763e-07	  8.0000e-01	 -1.4407e-07	  2.9999e-01	 -7.9748e-06	  3.1700e+02	  7.4559e+00	  1.2840e-05	  3.0753e-05	  3.1062e-05	  1.2400e-05	
         318	     7.48944	      18.000	 1.29523e-05	 0.000175618	     68.9373	  3.0756e-05	  3.1112e-05	  4.0001e-05	  2.0001e-05	  1.2472e-05	  5.1762e-05	  8.0180e-15	 -4.5382e+00	 -4.5331e+00	 -4.9106e+00	     -3.9117	     -7.7818	     -0.1973	      0.0000	     -0.2000	     -8.4090	     -8.1496	    -12.5566	  1.5000e+00	 -6.3964e-07	  8.0000e-01	 -1.4452e-07	  2.9999e-01	 -7.9999e-06	  3.1800e+02	  7.4894e+00	  1.2952e-05	  3.0756e-05	  3.1112e-05	  1.2472e-05	
         319	     7.52372	      18.000	 1.30648e-05	 0.000175776	     68.8718	  3.0758e-05	  3.1163e-05	  4.0001e-05	  2.0001e-05	  1.2541e-05	  5.1762e-05	  6.3278e-15	 -4.5382e+00	 -4.5324e+00	 -4.9082e+00	     -3.8750	     -7.7078	     -0.1973	      0.0000	     -0.2000	     -8.3404	     -8.0117	    -12.4181	  1.5000e+00	 -6.4165e-07	  8.0000e-01	 -1.4498e-07	  2.9999e-01	 -8.0251e-06	  3.1900e+02	  7.5237e+00	  1.3065e-05	  3.0758e-05	  3.1163e-05	  1.2541e-05	
         320	     7.55867	      18.000	 1.31781e-05	 0.000175934	     68.8064	  3.0761e-05	  3.1213e-05	  4.0001e-05	  2.0001e-05	  1.2606e-05	  5.1762e-05	  4.9708e-15	 -4.5382e+00	 -4.5317e+00	 -4.9060e+00	     -3.8378	     -7.6327	     -0.1973	     -0.0000	     -0.2000	     -8.2705	     -7.8712	    -12.2769	  1.5000e+00	 -6.4367e-07	  8.0000e-01	 -1.4543e-07	  2.9999e-01	 -8.0502e-06	  3.2000e+02	  7.5587e+00	  1.3178e-05	  3.0761e-05	  3.1213e-05	  1.2606e-05	
         321	     7.59415	      18.000	  1.3292e-05	 0.000176092	      68.741	  3.0763e-05	  3.1264e-05	  4.0001e-05	  2.0001e-05	  1.2667e-05	  5.1762e-05	  3.8905e-15	 -4.5381e+00	 -4.5311e+00	 -4.9039e+00	     -3.8002	     -7.5568	     -0.1973	     -0.0000	     -0.2000	     -8.1995	     -7.7286	    -12.1336	  1.5000e+00	 -6.4568e-07	  8.0000e-01	 -1.4589e-07	  2.9999e-01	 -8.0754e-06	  3.2100e+02	  7.5941e+00	  1.3292e-05	  3.0763e-05	  3.1264e-05	  1.2667e-05	
         322	     7.62999	      18.000	 1.34066e-05	  0.00017625	     68.6756	  3.0765e-05	  3.1314e-05	  4.0001e-05	  2.0001e-05	  1.2724e-05	  5.1762e-05	  3.0375e-15	 -4.5381e+00	 -4.5304e+00	 -4.9019e+00	     -3.7623	     -7.4805	     -0.1973	     -0.0000	     -0.2000	     -8.1278	     -7.5845	    -11.9888	  1.5000e+00	 -6.4769e-07	  8.0000e-01	 -1.4634e-07	  2.9999e-01	 -8.1006e-06	  3.2200e+02	  7.6300e+00	  1.3407e-05	  3.0765e-05	  3.1314e-05	  1.2724e-05	
         323	     7.66599	      18.000	  1.3522e-05	 0.000176409	     68.6103	  3.0768e-05	  3.1365e-05	  4.0001e-05	  2.0001e-05	  1.2777e-05	  5.1762e-05	  2.3688e-15	 -4.5381e+00	 -4.5297e+00	 -4.9001e+00	     -3.7245	     -7.4042	     -0.1973	     -0.0000	     -0.2000	     -8.0558	     -7.4398	    -11.8434	  1.5000e+00	 -6.4970e-07	  8.0000e-01	 -1.4680e-07	  2.9999e-01	 -8.1257e-06	  3.2300e+02	  7.6660e+00	  1.3522e-05	  3.0768e-05	  3.1365e-05	  1.2777e-05	
         324	     7.70196	      18.000	 1.36382e-05	 0.000176568	      68.545	  3.0770e-05	  3.1415e-05	  4.0001e-05	  2.0001e-05	  1.2826e-05	  5.1762e-05	  1.8478e-15	 -4.5381e+00	 -4.5290e+00	 -4.8984e+00	     -3.6869	     -7.3282	     -0.1973	      0.0000	     -0.2000	     -7.9838	     -7.2952	    -11.6982	  1.5000e+00	 -6.5171e-07	  8.0000e-01	 -1.4725e-07	  2.9999e-01	 -8.1509e-06	  3.2400e+02	  7.7020e+00	  1.3638e-05	  3.0770e-05	  3.1415e-05	  1.2826e-05	
         325	     7.73767	      18.000	 1.37551e-05	 0.000176727	     68.4799	  3.0772e-05	  3.1466e-05	  4.0001e-05	  2.0001e-05	  1.2871e-05	  5.1762e-05	  1.4439e-15	 -4.5380e+00	 -4.5283e+00	 -4.8969e+00	     -3.6496	     -7.2531	     -0.1973	      0.0000	     -0.2000	     -7.9124	     -7.1517	    -11.5540	  1.5000e+00	 -6.5372e-07	  8.0000e-01	 -1.4770e-07	  2.9999e-01	 -8.1760e-06	  3.2500e+02	  7.7377e+00	  1.3755e-05	  3.0772e-05	  3.1466e-05	  1.2871e-05	
         326	     7.77292	      18.000	 1.38728e-05	 0.000176887	     68.4147	  3.0775e-05	  3.1516e-05	  4.0001e-05	  2.0001e-05	  1.2911e-05	  5.1762e-05	  1.1319e-15	 -4.5380e+00	 -4.5276e+00	 -4.8956e+00	     -3.6130	     -7.1791	     -0.1973	      0.0000	     -0.2000	     -7.8419	     -7.0100	    -11.4116	  1.5000e+00	 -6.5573e-07	  8.0000e-01	 -1.4816e-07	  2.9999e-01	 -8.2012e-06	  3.2600e+02	  7.7729e+00	  1.3873e-05	  3.0775e-05	  3.1516e-05	  1.2911e-05	
         327	     7.80754	      18.000	 1.39912e-05	 0.000177047	     68.3496	  3.0777e-05	  3.1566e-05	  4.0001e-05	  2.0001e-05	  1.2948e-05	  5.1762e-05	  8.9121e-16	 -4.5380e+00	 -4.5269e+00	 -4.8944e+00	     -3.5771	     -7.1068	     -0.1973	     -0.0000	     -0.2000	     -7.7726	     -6.8708	    -11.2718	  1.5000e+00	 -6.5775e-07	  8.0000e-01	 -1.4861e-07	  2.9999e-01	 -8.2263e-06	  3.2700e+02	  7.8075e+00	  1.3991e-05	  3.0777e-05	  3.1566e-05	  1.2948e-05	
         328	     7.84136	      18.000	 1.41103e-05	 0.000177207	     68.2846	  3.0779e-05	  3.1617e-05	  4.0001e-05	  2.0001e-05	  1.2981e-05	  5.1762e-05	  7.0557e-16	 -4.5380e+00	 -4.5263e+00	 -4.8933e+00	     -3.5422	     -7.0362	     -0.1973	      0.0000	     -0.2000	     -7.7049	     -6.7348	    -11.1351	  1.5000e+00	 -6.5976e-07	  8.0000e-01	 -1.4907e-07	  2.9999e-01	 -8.2515e-06	  3.2800e+02	  7.8414e+00	  1.4110e-05	  3.0779e-05	  3.1617e-05	  1.2981e-05	
         329	     7.87427	      18.000	   1.423e-05	 0.000177367	     68.2197	  3.0782e-05	  3.1667e-05	  4.0001e-05	  2.0001e-05	  1.3010e-05	  5.1762e-05	  5.6215e-16	 -4.5380e+00	 -4.5256e+00	 -4.8923e+00	     -3.5083	     -6.9678	     -0.1973	      0.0000	     -0.2000	     -7.6391	     -6.6025	    -11.0022	  1.5000e+00	 -6.6177e-07	  8.0000e-01	 -1.4952e-07	  2.9999e-01	 -8.2767e-06	  3.2900e+02	  7.8743e+00	  1.4230e-05	  3.0782e-05	  3.1667e-05	  1.3010e-05	
         330	     7.90616	      18.000	 1.43503e-05	 0.000177527	     68.1548	  3.0784e-05	  3.1717e-05	  4.0001e-05	  2.0001e-05	  1.3036e-05	  5.1762e-05	  4.5103e-16	 -4.5379e+00	 -4.5249e+00	 -4.8914e+00	     -3.4755	     -6.9016	     -0.1973	      0.0000	     -0.2000	     -7.5753	     -6.4742	    -10.8732	  1.5000e+00	 -6.6378e-07	  8.0000e-01	 -1.4998e-07	  2.9999e-01	 -8.3018e-06	  3.3000e+02	  7.9062e+00	  1.4350e-05	  3.0784e-05	  3.1717e-05	  1.3036e-05	
         331	     7.93698	      18.000	 1.44712e-05	 0.000177688	     68.0901	  3.0786e-05	  3.1767e-05	  4.0001e-05	  2.0001e-05	  1.3059e-05	  5.1762e-05	  3.6456e-16	 -4.5379e+00	 -4.5242e+00	 -4.8907e+00	     -3.4439	     -6.8377	     -0.1973	     -0.0000	     -0.2000	     -7.5136	     -6.3502	    -10.7486	  1.5000e+00	 -6.6579e-07	  8.0000e-01	 -1.5043e-07	  2.9999e-01	 -8.3270e-06	  3.3100e+02	  7.9370e+00	  1.4471e-05	  3.0786e-05	  3.1767e-05	  1.3059e-05	
         332	     7.96669	      18.000	 1.45926e-05	 0.000177849	     68.0254	  3.0788e-05	  3.1818e-05	  4.0001e-05	  2.0001e-05	  1.3079e-05	  5.1762e-05	  2.9692e-16	 -4.5379e+00	 -4.5236e+00	 -4.8900e+00	     -3.4135	     -6.7762	     -0.1973	     -0.0000	     -0.2000	     -7.4542	     -6.2307	    -10.6284	  1.5000e+00	 -6.6780e-07	  8.0000e-01	 -1.5089e-07	  2.9999e-01	 -8.3521e-06	  3.3200e+02	  7.9667e+00	  1.4593e-05	  3.0788e-05	  3.1818e-05	  1.3079e-05	
         333	     7.99529	      18.000	 1.47143e-05	 0.000178009	     67.9608	  3.0791e-05	  3.1868e-05	  4.0001e-05	  2.0001e-05	  1.3097e-05	  5.1762e-05	  2.4371e-16	 -4.5379e+00	 -4.5229e+00	 -4.8894e+00	     -3.3843	     -6.7172	     -0.1973	     -0.0000	     -0.2000	     -7.3970	     -6.1156	    -10.5126	  1.5000e+00	 -6.6981e-07	  8.0000e-01	 -1.5134e-07	  2.9999e-01	 -8.3773e-06	  3.3300e+02	  7.9953e+00	  1.4714e-05	  3.0791e-05	  3.1868e-05	  1.3097e-05	
         334	     8.02279	      18.000	 1.48365e-05	  0.00017817	     67.8963	  3.0793e-05	  3.1918e-05	  4.0001e-05	  2.0001e-05	  1.3112e-05	  5.1762e-05	  2.0156e-16	 -4.5379e+00	 -4.5222e+00	 -4.8889e+00	     -3.3563	     -6.6605	     -0.1973	      0.0000	     -0.2000	     -7.3420	     -6.0049	    -10.4013	  1.5000e+00	 -6.7183e-07	  8.0000e-01	 -1.5179e-07	  2.9999e-01	 -8.4024e-06	  3.3400e+02	  8.0228e+00	  1.4837e-05	  3.0793e-05	  3.1918e-05	  1.3112e-05	
         335	      8.0492	      18.000	  1.4959e-05	 0.000178331	     67.8319	  3.0795e-05	  3.1968e-05	  4.0001e-05	  2.0001e-05	  1.3126e-05	  5.1762e-05	  1.6796e-16	 -4.5378e+00	 -4.5215e+00	 -4.8884e+00	     -3.3294	     -6.6060	     -0.1973	     -0.0000	     -0.2000	     -7.2891	     -5.8986	    -10.2943	  1.5000e+00	 -6.7384e-07	  8.0000e-01	 -1.5225e-07	  2.9999e-01	 -8.4276e-06	  3.3500e+02	  8.0492e+00	  1.4959e-05	  3.0795e-05	  3.1968e-05	  1.3126e-05	
         336	     8.07457	      18.000	 1.50819e-05	 0.000178493	     67.7675	  3.0798e-05	  3.2019e-05	  4.0001e-05	  2.0001e-05	  1.3138e-05	  5.1762e-05	  1.4097e-16	 -4.5378e+00	 -4.5209e+00	 -4.8880e+00	     -3.3036	     -6.5538	     -0.1973	      0.0000	     -0.2000	     -7.2384	     -5.7964	    -10.1915	  1.5000e+00	 -6.7585e-07	  8.0000e-01	 -1.5270e-07	  2.9999e-01	 -8.4528e-06	  3.3600e+02	  8.0746e+00	  1.5082e-05	  3.0798e-05	  3.2019e-05	  1.3138e-05	
         337	     8.09892	      18.000	  1.5205e-05	 0.000178654	     67.7033	  3.0800e-05	  3.2069e-05	  4.0001e-05	  2.0001e-05	  1.3149e-05	  5.1762e-05	  1.1915e-16	 -4.5378e+00	 -4.5202e+00	 -4.8877e+00	     -3.2789	     -6.5037	     -0.1973	      0.0000	     -0.2000	     -7.1896	     -5.6983	    -10.0928	  1.5000e+00	 -6.7786e-07	  8.0000e-01	 -1.5316e-07	  2.9999e-01	 -8.4779e-06	  3.3700e+02	  8.0989e+00	  1.5205e-05	  3.0800e-05	  3.2069e-05	  1.3149e-05	
         338	     8.12231	      18.000	 1.53283e-05	 0.000178815	     67.6392	  3.0802e-05	  3.2119e-05	  4.0001e-05	  2.0001e-05	  1.3158e-05	  5.1762e-05	  1.0138e-16	 -4.5378e+00	 -4.5195e+00	 -4.8874e+00	     -3.2552	     -6.4557	     -0.1973	     -0.0000	     -0.2000	     -7.1428	     -5.6040	     -9.9979	  1.5000e+00	 -6.7987e-07	  8.0000e-01	 -1.5361e-07	  2.9999e-01	 -8.5031e-06	  3.3800e+02	  8.1223e+00	  1.5328e-05	  3.0802e-05	  3.2119e-05	  1.3158e-05	
         339	     8.14479	      18.000	 1.54519e-05	 0.000178976	     67.5752	  3.0804e-05	  3.2169e-05	  4.0001e-05	  2.0001e-05	  1.3166e-05	  5.1762e-05	  8.6805e-17	 -4.5378e+00	 -4.5189e+00	 -4.8871e+00	     -3.2324	     -6.4095	     -0.1973	     -0.0000	     -0.2000	     -7.0979	     -5.5135	     -9.9066	  1.5000e+00	 -6.8188e-07	  8.0000e-01	 -1.5407e-07	  2.9999e-01	 -8.5282e-06	  3.3900e+02	  8.1448e+00	  1.5452e-05	  3.0804e-05	  3.2169e-05	  1.3166e-05	
         340	     8.16639	      18.000	 1.55757e-05	 0.000179138	     67.5113	  3.0807e-05	  3.2220e-05	  4.0001e-05	  2.0001e-05	  1.3173e-05	  5.1762e-05	  7.4776e-17	 -4.5377e+00	 -4.5182e+00	 -4.8869e+00	     -3.2106	     -6.3652	     -0.1973	     -0.0000	     -0.2000	     -7.0546	     -5.4264	     -9.8189	  1.5000e+00	 -6.8389e-07	  8.0000e-01	 -1.5452e-07	  2.9999e-01	 -8.5534e-06	  3.4000e+02	  8.1664e+00	  1.5576e-05	  3.0807e-05	  3.2220e-05	  1.3173e-05	
         341	     8.18717	      18.000	 1.56996e-05	 0.000179299	     67.4476	  3.0809e-05	  3.2270e-05	  4.0001e-05	  2.0001e-05	  1.3178e-05	  5.1762e-05	  6.4781e-17	 -4.5377e+00	 -4.5175e+00	 -4.8867e+00	     -3.1896	     -6.3226	     -0.1973	     -0.0000	     -0.2000	     -7.0131	     -5.3426	     -9.7344	  1.5000e+00	 -6.8591e-07	  8.0000e-01	 -1.5498e-07	  2.9999e-01	 -8.5785e-06	  3.4100e+02	  8.1872e+00	  1.5700e-05	  3.0809e-05	  3.2270e-05	  1.3178e-05	
         342	     8.20717	      18.000	 1.58237e-05	 0.000179461	     67.3839	  3.0811e-05	  3.2320e-05	  4.0001e-05	  2.0001e-05	  1.3183e-05	  5.1762e-05	  5.6425e-17	 -4.5377e+00	 -4.5169e+00	 -4.8866e+00	     -3.1694	     -6.2816	     -0.1973	     -0.0000	     -0.2000	     -6.9730	     -5.2619	     -9.6531	  1.5000e+00	 -6.8792e-07	  8.0000e-01	 -1.5543e-07	  2.9999e-01	 -8.6037e-06	  3.4200e+02	  8.2072e+00	  1.5824e-05	  3.0811e-05	  3.2320e-05	  1.3183e-05	
         343	     8.22644	      18.000	  1.5948e-05	 0.000179622	     67.3203	  3.0813e-05	  3.2370e-05	  4.0001e-05	  2.0001e-05	  1.3188e-05	  5.1762e-05	  4.9397e-17	 -4.5377e+00	 -4.5162e+00	 -4.8864e+00	     -3.1500	     -6.2421	     -0.1973	      0.0000	     -0.2000	     -6.9345	     -5.1841	     -9.5747	  1.5000e+00	 -6.8993e-07	  8.0000e-01	 -1.5588e-07	  2.9999e-01	 -8.6289e-06	  3.4300e+02	  8.2264e+00	  1.5948e-05	  3.0813e-05	  3.2370e-05	  1.3188e-05	
         344	     8.24501	      18.000	 1.60723e-05	 0.000179784	     67.2569	  3.0816e-05	  3.2420e-05	  4.0001e-05	  2.0001e-05	  1.3191e-05	  5.1762e-05	  4.3452e-17	 -4.5377e+00	 -4.5155e+00	 -4.8863e+00	     -3.1313	     -6.2040	     -0.1973	     -0.0000	     -0.2000	     -6.8973	     -5.1092	     -9.4991	  1.5000e+00	 -6.9194e-07	  8.0000e-01	 -1.5634e-07	  2.9999e-01	 -8.6540e-06	  3.4400e+02	  8.2450e+00	  1.6072e-05	  3.0816e-05	  3.2420e-05	  1.3191e-05	
         345	     8.26293	      18.000	 1.61968e-05	 0.000179946	     67.1935	  3.0818e-05	  3.2470e-05	  4.0001e-05	  2.0001e-05	  1.3194e-05	  5.1762e-05	  3.8395e-17	 -4.5376e+00	 -4.5149e+00	 -4.8862e+00	     -3.1132	     -6.1673	     -0.1973	     -0.0000	     -0.2000	     -6.8615	     -5.0368	     -9.4261	  1.5000e+00	 -6.9395e-07	  8.0000e-01	 -1.5679e-07	  2.9999e-01	 -8.6792e-06	  3.4500e+02	  8.2629e+00	  1.6197e-05	  3.0818e-05	  3.2470e-05	  1.3194e-05	
         346	     8.28023	      18.000	 1.63214e-05	 0.000180107	     67.1303	  3.0820e-05	  3.2521e-05	  4.0001e-05	  2.0001e-05	  1.3197e-05	  5.1762e-05	  3.4072e-17	 -4.5376e+00	 -4.5142e+00	 -4.8861e+00	     -3.0958	     -6.1319	     -0.1973	      0.0000	     -0.2000	     -6.8268	     -4.9669	     -9.3556	  1.5000e+00	 -6.9596e-07	  8.0000e-01	 -1.5725e-07	  2.9999e-01	 -8.7043e-06	  3.4600e+02	  8.2802e+00	  1.6321e-05	  3.0820e-05	  3.2521e-05	  1.3197e-05	
         347	     8.29695	      18.000	  1.6446e-05	 0.000180269	     67.0672	  3.0822e-05	  3.2571e-05	  4.0001e-05	  2.0001e-05	  1.3199e-05	  5.1762e-05	  3.0357e-17	 -4.5376e+00	 -4.5136e+00	 -4.8861e+00	     -3.0790	     -6.0976	     -0.1973	     -0.0000	     -0.2000	     -6.7934	     -4.8994	     -9.2874	  1.5000e+00	 -6.9798e-07	  8.0000e-01	 -1.5770e-07	  2.9999e-01	 -8.7295e-06	  3.4700e+02	  8.2969e+00	  1.6446e-05	  3.0822e-05	  3.2571e-05	  1.3199e-05	
         348	     8.31312	      18.000	 1.65708e-05	 0.000180431	     67.0042	  3.0825e-05	  3.2621e-05	  4.0001e-05	  2.0001e-05	  1.3200e-05	  5.1762e-05	  2.7150e-17	 -4.5376e+00	 -4.5129e+00	 -4.8860e+00	     -3.0628	     -6.0645	     -0.1973	     -0.0000	     -0.2000	     -6.7610	     -4.8340	     -9.2214	  1.5000e+00	 -6.9999e-07	  8.0000e-01	 -1.5816e-07	  2.9999e-01	 -8.7546e-06	  3.4800e+02	  8.3131e+00	  1.6571e-05	  3.0825e-05	  3.2621e-05	  1.3200e-05	
         349	     8.32877	      18.000	 1.66956e-05	 0.000180592	     66.9413	  3.0827e-05	  3.2671e-05	  4.0001e-05	  2.0001e-05	  1.3201e-05	  5.1762e-05	  2.4369e-17	 -4.5376e+00	 -4.5123e+00	 -4.8860e+00	     -3.0471	     -6.0325	     -0.1973	     -0.0000	     -0.2000	     -6.7297	     -4.7707	     -9.1575	  1.5000e+00	 -7.0200e-07	  8.0000e-01	 -1.5861e-07	  2.9999e-01	 -8.7798e-06	  3.4900e+02	  8.3288e+00	  1.6696e-05	  3.0827e-05	  3.2671e-05	  1.3201e-05	
         350	     8.34394	      18.000	 1.68205e-05	 0.000180754	     66.8785	  3.0829e-05	  3.2721e-05	  4.0001e-05	  2.0001e-05	  1.3202e-05	  5.1762e-05	  2.1947e-17	 -4.5375e+00	 -4.5116e+00	 -4.8860e+00	     -3.0319	     -6.0014	     -0.1973	     -0.0000	     -0.2000	     -6.6993	     -4.7094	     -9.0955	  1.5000e+00	 -7.0401e-07	  8.0000e-01	 -1.5907e-07	  2.9999e-01	 -8.8050e-06	  3.5000e+02	  8.3439e+00	  1.6820e-05	  3.0829e-05	  3.2721e-05	  1.3202e-05	
         351	     8.35863	      18.000	 1.69454e-05	 0.000180916	     66.8159	  3.0832e-05	  3.2771e-05	  4.0001e-05	  2.0001e-05	  1.3202e-05	  5.1762e-05	  1.9829e-17	 -4.5375e+00	 -4.5110e+00	 -4.8860e+00	     -3.0172	     -5.9713	     -0.1973	     -0.0000	     -0.2000	     -6.6699	     -4.6499	     -9.0354	  1.5000e+00	 -7.0602e-07	  8.0000e-01	 -1.5952e-07	  2.9999e-01	 -8.8301e-06	  3.5100e+02	  8.3586e+00	  1.6945e-05	  3.0832e-05	  3.2771e-05	  1.3202e-05	
         352	     8.37289	      18.000	 1.70704e-05	 0.000181078	     66.7533	  3.0834e-05	  3.2821e-05	  4.0001e-05	  2.0001e-05	  1.3202e-05	  5.1762e-05	  1.7970e-17	 -4.5375e+00	 -4.5103e+00	 -4.8860e+00	     -3.0029	     -5.9421	     -0.1973	     -0.0000	     -0.2000	     -6.6414	     -4.5922	     -8.9771	  1.5000e+00	 -7.0803e-07	  8.0000e-01	 -1.5998e-07	  2.9999e-01	 -8.8553e-06	  3.5200e+02	  8.3729e+00	  1.7070e-05	  3.0834e-05	  3.2821e-05	  1.3202e-05	
         353	     8.38674	      18.000	 1.71955e-05	 0.000181239	     66.6909	  3.0836e-05	  3.2872e-05	  4.0001e-05	  2.0001e-05	  1.3202e-05	  5.1762e-05	  1.6332e-17	 -4.5375e+00	 -4.5096e+00	 -4.8860e+00	     -2.9890	     -5.9138	     -0.1973	      0.0000	     -0.2000	     -6.6137	     -4.5362	     -8.9204	  1.5000e+00	 -7.1004e-07	  8.0000e-01	 -1.6043e-07	  2.9999e-01	 -8.8804e-06	  3.5300e+02	  8.3867e+00	  1.7195e-05	  3.0836e-05	  3.2872e-05	  1.3202e-05	
         354	     8.40019	      18.000	 1.73206e-05	 0.000181401	     66.6286	  3.0838e-05	  3.2922e-05	  4.0001e-05	  2.0001e-05	  1.3202e-05	  5.1762e-05	  1.4884e-17	 -4.5375e+00	 -4.5090e+00	 -4.8860e+00	     -2.9756	     -5.8863	     -0.1973	     -0.0000	     -0.2000	     -6.5868	     -4.4817	     -8.8653	  1.5000e+00	 -7.1206e-07	  8.0000e-01	 -1.6088e-07	  2.9999e-01	 -8.9056e-06	  3.5400e+02	  8.4002e+00	  1.7321e-05	  3.0838e-05	  3.2922e-05	  1.3202e-05	
         355	     8.41326	      18.000	 1.74457e-05	 0.000181563	     66.5664	  3.0841e-05	  3.2972e-05	  4.0001e-05	  2.0001e-05	  1.3201e-05	  5.1762e-05	  1.3599e-17	 -4.5374e+00	 -4.5083e+00	 -4.8860e+00	     -2.9625	     -5.8595	     -0.1973	     -0.0000	     -0.2000	     -6.5606	     -4.4287	     -8.8117	  1.5000e+00	 -7.1407e-07	  8.0000e-01	 -1.6134e-07	  2.9999e-01	 -8.9307e-06	  3.5500e+02	  8.4133e+00	  1.7446e-05	  3.0841e-05	  3.2972e-05	  1.3201e-05	
         356	     8.42598	      18.000	 1.75709e-05	 0.000181725	     66.5043	  3.0843e-05	  3.3022e-05	  4.0001e-05	  2.0001e-05	  1.3200e-05	  5.1762e-05	  1.2456e-17	 -4.5374e+00	 -4.5077e+00	 -4.8861e+00	     -2.9498	     -5.8335	     -0.1973	      0.0000	     -0.2000	     -6.5351	     -4.3772	     -8.7595	  1.5000e+00	 -7.1608e-07	  8.0000e-01	 -1.6179e-07	  2.9999e-01	 -8.9559e-06	  3.5600e+02	  8.4260e+00	  1.7571e-05	  3.0843e-05	  3.3022e-05	  1.3200e-05	
         357	     8.43836	      18.000	 1.76961e-05	 0.000181886	     66.4424	  3.0845e-05	  3.3072e-05	  4.0001e-05	  2.0001e-05	  1.3199e-05	  5.1762e-05	  1.1436e-17	 -4.5374e+00	 -4.5071e+00	 -4.8861e+00	     -2.9374	     -5.8081	     -0.1973	     -0.0000	     -0.2000	     -6.5103	     -4.3270	     -8.7087	  1.5000e+00	 -7.1809e-07	  8.0000e-01	 -1.6225e-07	  2.9999e-01	 -8.9811e-06	  3.5700e+02	  8.4384e+00	  1.7696e-05	  3.0845e-05	  3.3072e-05	  1.3199e-05	
         358	     8.45042	      18.000	 1.78214e-05	 0.000182048	     66.3805	  3.0847e-05	  3.3122e-05	  4.0001e-05	  2.0001e-05	  1.3197e-05	  5.1762e-05	  1.0522e-17	 -4.5374e+00	 -4.5064e+00	 -4.8862e+00	     -2.9254	     -5.7834	     -0.1973	      0.0000	     -0.2000	     -6.4862	     -4.2781	     -8.6592	  1.5000e+00	 -7.2010e-07	  8.0000e-01	 -1.6270e-07	  2.9999e-01	 -9.0062e-06	  3.5800e+02	  8.4504e+00	  1.7821e-05	  3.0847e-05	  3.3122e-05	  1.3197e-05	
         359	     8.46218	      18.000	 1.79467e-05	  0.00018221	     66.3188	  3.0850e-05	  3.3172e-05	  4.0001e-05	  2.0001e-05	  1.3196e-05	  5.1762e-05	  9.7024e-18	 -4.5374e+00	 -4.5058e+00	 -4.8862e+00	     -2.9137	     -5.7594	     -0.1973	      0.0000	     -0.2000	     -6.4627	     -4.2304	     -8.6109	  1.5000e+00	 -7.2211e-07	  8.0000e-01	 -1.6316e-07	  2.9999e-01	 -9.0314e-06	  3.5900e+02	  8.4622e+00	  1.7947e-05	  3.0850e-05	  3.3172e-05	  1.3196e-05	
         360	     8.47364	      18.000	  1.8072e-05	 0.000182372	     66.2571	  3.0852e-05	  3.3222e-05	  4.0001e-05	  2.0001e-05	  1.3194e-05	  5.1762e-05	  8.9644e-18	 -4.5373e+00	 -4.5051e+00	 -4.8863e+00	     -2.9023	     -5.7359	     -0.1973	     -0.0000	     -0.2000	     -6.4397	     -4.1839	     -8.5637	  1.5000e+00	 -7.2412e-07	  8.0000e-01	 -1.6361e-07	  2.9999e-01	 -9.0565e-06	  3.6000e+02	  8.4736e+00	  1.8072e-05	  3.0852e-05	  3.3222e-05	  1.3194e-05	
         361	     8.48482	      18.000	 1.81973e-05	 0.000182534	     66.1956	  3.0854e-05	  3.3272e-05	  4.0001e-05	  2.0001e-05	  1.3192e-05	  5.1762e-05	  8.2986e-18	 -4.5373e+00	 -4.5045e+00	 -4.8863e+00	     -2.8911	     -5.7130	     -0.1973	      0.0000	     -0.2000	     -6.4174	     -4.1385	     -8.5177	  1.5000e+00	 -7.2614e-07	  8.0000e-01	 -1.6407e-07	  2.9999e-01	 -9.0817e-06	  3.6100e+02	  8.4848e+00	  1.8197e-05	  3.0854e-05	  3.3272e-05	  1.3192e-05	
